SMILES,matched_by,matched_query,pubchem_cid,MW,nHBAcc,ALogP,FMF,HybRatio,nAcid,S1,S2,S3,S4,S5,S6
C(C(C(=O)O)N)OP(=O)(O)O,Name,O-Phospho-L-serine,68841,185.0726281,7,-2.2991,0,0.666666667,3,234386.6938,245412.5237,272150.1014,240998.8495,295021.5426,290672.2173
COC(=O)C(CCSC)N,Name,L-Methionine Methyl Ester,64684,163.2392432,3,-0.0222,0,0.833333333,0,460341.1248,543516.9373,594331.1956,709294.8342,667306.8851,650179.9588
CC(=O)NCCCCCNC(=O)C,Name,N-(5-acetamidopentyl)acetamide,100784,186.2517729,4,-0.3352,0,0.777777778,0,2397451.249,3486057.337,3915459.19,3901156.72,6310117.713,6668138.868
C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)N4C=CC=N4,Name,N-(4-morpholinophenyl)-4-(1H-pyrazol-1-yl)benzamide,2813859,348.3991557,5,2.6911,0.543478261,0.2,0,23806779.02,763629.7673,602912.0698,818424.1934,814243.6203,1065366.754
CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,Name,LSD-d3,46782093,323.4327513,3,2.6047,0.326530612,0.45,0,1619037.545,5666834.78,3355069.238,5507087.573,4643834.326,3717625.331
COC1=CC2=C(C(=O)CC(O2)C3=CC=C(C=C3)O)C(=C1)OC4C(C(C(C(O4)CO)O)O)O,Name,Sakuranin,73607,448.4208171,7,0.6443,0.410714286,0.409090909,0,38632926.26,1260875.648,581828.5108,43751428.94,9268511.641,24079853.3
,,,,,,,,,,12435844.76,1969298.938,1956530.325,6659241.072,2349985.084,1185651.868
C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO,Name,Cordycepin,6303,251.2423196,7,-1.447,0.451612903,0.5,0,5692992.242,23565673.46,16102798.71,8294942.807,13821730.7,12856955.62
CCC1CN2CCC3(C2CC1C(=COC)C(=O)OC)C4=CC=CC=C4NC3=O,Name,Isorhychophylline,3037048,384.469557,6,1.9166,0.303571429,0.545454545,0,2194928.265,5806131.592,1271409.573,1241077.597,5221747.456,2935553.006
CC1(C2=CC=CC=C2N(C1=CC=O)C)C,Name,"1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde",6789,201.2647861,2,2.4769,0.3,0.307692308,0,9706251.422,4200584.003,12383537.62,28137325.23,9637299.253,13612115.72
CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)C(=O)O,Name,Betulonic acid,122844,454.6855664,3,6.4819,0.265822785,0.866666667,1,366398.2508,9763382.708,2559655.986,5609497.908,10231819.89,6383503.719
CC(=O)OC1C(CCC(C1O)C2=CC=CC=C2)C3=CC=CC=C3,Name,"2-hydroxy-3,6-diphenylcyclohexyl acetate",45359486,310.3876293,3,3.6155,0.4,0.35,0,16823223.51,3890309.981,3394486.823,5169826.335,2603350.569,3647176.423
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O,Name,Theophylline-7-acetic acid,69550,238.2004631,5,0.4917,0.333333333,0.333333333,1,14205192.45,28970796.9,22413504.08,24132803.22,36323091,27621291.64
,,,,,,,,,,887244.3133,3718057.965,1747519.844,1011627.387,1196218.008,2089557.31
C1CCCN(CCC1)N=O,Name,Nitrosoheptamethyleneimine,30360,142.1991332,1,1.9204,0.333333333,1,0,1590851.042,1849462.519,1435089.48,2010839.107,2419342.474,2623516.509
,,,,,,,,,,4351660.048,5609633.914,5495522.168,4876800.631,6744792.395,6397108.452
CC(C)(C)C1=CC(=NN1C2=CC=C(C=C2)N=CC3=CC=CC=C3O)C(C)(C)C,Name,"2-[({4-[3,5-di(tert-butyl)-1H-pyrazol-1-yl]phenyl}imino)methyl]phenol",2742051,375.5074579,3,6.9063,0.333333333,0.333333333,0,338433.9062,548883.2675,460019.8905,1828647.178,631024.4672,835832.3117
C1CN(CCN(C1)S(=O)(=O)C2=CC=CC3=NON=C32)CCC4=CC=CC=C4,Name,"4-[(4-phenethyl-1,4-diazepan-1-yl)sulfonyl]-2,1,3-benzoxadiazole",2810351,386.4697912,4,2.4412,0.510204082,0.368421053,0,1142310.523,1111780.233,1135094.476,1183233.209,1190765.388,1608469.895
CCCC=CCC=CCCCCCCCC1=CC(=CC(=C1)O)O,Name,"5-[(8Z,11Z)-pentadeca-8,11-dien-1-yl]benzene-1,3-diol",11702450,316.4783678,2,7.279,0.109090909,0.523809524,0,14311935.64,659518.0681,750270.5857,3933101.025,950444.8577,2034148.718
CCCCCCCCCCCC=CC(C(CO)N)O,Name,SPB 16:1;2O,14767869,271.4393323,3,3.9121,0,0.875,0,28612726.06,36404918.33,42751387.85,12026321.7,16472721.03,16458187.98
C1=CC(=CC=C1C=CC(=O)NCCC2=CNC3=C2C=C(C=C3)O)O,Name,N-(p-Coumaroyl) serotonin,5458879,322.3585368,4,3.1693,0.5,0.105263158,0,2070272.463,2877246.938,1207551.296,3527589.529,2462628.229,1964287.545
CC(=O)NC1=CC=CC=C1O,Name,N-(2-hydroxyphenyl)acetamide,11972,151.162867,3,0.683,0.3,0.125,0,2743697.583,2566090.221,1943024.292,4555168.006,2407958.317,4796431.174
,,,,,,,,,,733013.2616,508159.6638,444482.9462,903183.8219,562357.0695,549802.6567
,,,,,,,,,,1589985.829,53793906.17,26465388.15,6249786.429,7340366.047,2518028.538
,,,,,,,,,,562097.8336,475918.9383,389643.0301,457223.3025,473370.5088,488442.6279
CSC1=CC(=NC(=C1)C2=CC=NC=C2)C3=CC=C(C=C3)Cl,Name,2-(4-chlorophenyl)-4-(methylthio)-6-(4-pyridyl)pyridine,2807422,312.818169,2,4.6288,0.529411765,0.058823529,0,1099874.516,1147659.658,1249191.447,1083772.443,1554843.752,1450349.001
CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,Name,N-Acetyl-Asp-Glu,188803,304.2537928,10,-1.8963,0,0.545454545,3,227957.3175,52575006.88,4311301.319,805732.2702,1481704.859,1450766.607
,,,,,,,,,,779911.7926,1583921.073,905038.6044,3438021.011,964806.7953,1013492.082
,,,,,,,,,,1754933.763,3767609.032,1429634.97,3937206.431,3083345.269,2122860.061
C1=CC(=CC(=C1)Cl)NC(=C(C#N)C#N)N,Name,2-[amino(3-chloroanilino)methylene]malononitrile,2747554,218.6426947,4,1.8018,0.272727273,0,0,12761435.76,9958693.369,9629573.973,5271062.157,10495112.41,11641564.74
CCCCCCCCCC[N+](C)(C)[O-],Name,"N,N-Dimethyldecylamine N-oxide",62452,201.3493392,0,3.9809,0,1,0,8636922.436,12115569.28,44484249.02,21539235.59,41790918.5,40615734.6
CC(=CCC1=C(C=C2C(=C1)C=CC(=O)O2)O)C,Name,7-Demethylsuberosin,5316525,230.2596879,2,3.7586,0.322580645,0.214285714,0,1150326.789,2986084.367,1538593.966,2259094.885,1315701.23,1319647.262
,,,,,,,,,,17380073.22,391618.7306,336183.8703,439598.8568,429636.4985,568051.2954
COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,Name,"4,7,8-trimethoxyfuro[2,3-b]quinoline",6760,259.2578553,1,2.3301,0.40625,0.214285714,0,566747.9997,1180081.811,766734.6906,1208590.241,725232.6618,751189.7765
CCCCCC(C=CC1C2CC(=CCCCC(=O)O)CC2(CC1O)C)O,Name,Ciprostene,6438980,364.5196766,4,4.3281,0.129032258,0.772727273,1,13885232.24,571251.3483,691933.8723,815393.2245,666304.2615,656045.1409
CCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC=CCC=CCC,Name,PC O-43:7,164463105,860.2384979,7,12.7344,0,0.705882353,1,578811.0272,614787.0102,1237085.692,568184.2119,659275.4215,666155.6146
CC1=CC(=NO1)NC(=O)CN2CCOCC2,Name,N1-(5-methylisoxazol-3-yl)-2-morpholinoacetamide,676803,225.2447947,4,-0.0037,0.451612903,0.6,0,585977.1828,608165.3186,702063.382,598067.9922,849427.9297,933255.2352
CCCCC(C)(C)C(C=CC1C=CC(=O)C1CC=CCCCC(=O)O)O,Name,"16,16-Dimethyl prostaglandin A2",5283083,362.5037951,4,4.6386,0.083333333,0.636363636,1,3838525.331,19528875.84,9779077.801,7714719.849,5947458.482,5522498.33
COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)O)OC)O,Name,"5,7-dihydroxy-6,8-dimethoxy-2-(4-methoxyphenyl)-4H-chromen-4-one",160921,344.3161327,3,3.2452,0.390243902,0.166666667,0,7491789.648,2382585.716,1219420.447,6133202.204,5440024.878,4214886.34
CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3,Name,Raceanisodamine,71711121,305.3694705,5,0.6305,0.377777778,0.588235294,0,1344449.621,1140075.282,649849.8722,1178573.3,1172673.038,635245.6847
COC(=O)NC1=NC2=CC=CC=C2N1,Name,Carbendazim,25429,191.1870093,4,1.6508,0.391304348,0.111111111,0,439938.5637,1613713.187,883379.1808,49240225.72,6056905.832,4586606.566
C1=CC(=CC=C1CCC(=O)CC(CCC2=CC(=C(C=C2)O)O)O)O,Name,"7-(3,4-dihydroxyphenyl)-5-hydroxy-1-(4-hydroxyphenyl)heptan-3-one",13347314,330.3757033,5,3.0749,0.413043478,0.315789474,0,3386043.909,6704248.305,4758802.194,1675551.055,6491753.05,5630468.71
CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C3=NC4=C(O3)C=CC(=C4)S(=O)(=O)N,Name,3-[5-(Aminosulfonyl)benzoxazol-2-yl]-7-(diethylamino)coumarin,62249,413.4488115,6,3.1851,0.395833333,0.2,0,273147.1176,377577.3377,323585.635,49149458.26,9986745.46,7438646.982
CCC1C(COC1=O)CC2=CN=CN2C,Name,Pilocarpine,5910,208.2573632,3,0.966,0.35483871,0.636363636,0,9187453.679,27174987.84,15915244.33,20745977.66,17846608.68,14702776.73
CN(C)C=CC(=O)C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2,Name,3-(dimethylamino)-1-[4-(phenylsulfonyl)phenyl]prop-2-en-1-one,730388,315.388506,4,2.8272,0.333333333,0.117647059,0,348428.679,2605474.188,2459367.088,804329.389,1816473.437,1597118.359
C1=CC(=CC=C1C2C(C3=C(O2)C=CC(=C3)C=CC(=O)NCCCCN=C(N)N)C(=O)NCCCCN=C(N)N)O,Name,Hordatine A,45485025,550.6535991,11,1.1658,0.192307692,0.357142857,0,380890.4892,1614333.103,571289.104,383511.0628,438284.5299,432593.4284
CCCCCCNCCCCCC,Name,Dihexylamine,8920,185.3499343,1,4.2664,0,1,0,3877349.423,5397553.324,7054166.041,3515550.009,5810018.354,7658664.223
CC1=C(C(=NO1)C)C(=O)OC2=CC=C(C=C2)C(C)(C)C,Name,"4-(tert-butyl)phenyl 3,5-dimethylisoxazole-4-carboxylate",2741528,273.3275667,1,3.5446,0.333333333,0.375,0,1261965.419,1762615.681,724104.7279,15567985.35,939229.6976,855359.678
,,,,,,,,,,890759.3175,813066.8561,851096.3699,25779546.83,915422.0973,884065.033
,,,,,,,,,,2921526.106,1364807.635,757839.1989,265526.1202,283903.6478,316312.3101
CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C(=O)CF,Name,FMK,644243,342.3681464,5,2.4429,0.340909091,0.277777778,0,1011280.388,1295828.047,1288441.409,1252680.952,1407242.356,1494820.488
,,,,,,,,,,3153822.375,20169879.13,10706845.66,16141267.12,12546672.94,10218708.03
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,Name,Trifolin,5282149,448.3777231,9,0.8552,0.442307692,0.285714286,0,1137604.096,6940732.839,1422837.748,750666.3016,827063.6373,742555.2876
CCCCCOC1=CC=C(C=C1)C(=O)NN,Name,4-(pentyloxy)benzene-1-carbohydrazide,2727702,222.2839806,3,2.1088,0.176470588,0.416666667,0,667652.7352,820714.5553,823426.3314,1761548.747,1623301.146,1287201.924
COC1=C(C=CC(=C1)CC2COC(=O)C2(CC3=CC(=C(C=C3)O)OC)O)O,Name,"3-hydroxy-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one",321311,374.385249,5,2.6026,0.387755102,0.35,0,9240375.06,932460.514,834980.229,1503765.912,944400.9374,1057507.059
CCCCCCCCCCCCCCCCC(=O)O,Name,Heptadecanoic Acid,10465,270.4513057,2,6.8238,0,0.941176471,1,1057804.468,12001949.8,5300962.532,1304685.257,21689148.9,13020322.09
CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)O)C)CO,Name,T-2 Triol,13797589,382.448775,7,0.2287,0.245614035,0.85,0,3757110.855,658179.6836,664471.9301,11227740.99,7064641.33,10349223.62
CN(C)CCN1C2=CC=CC=C2SC(C(C1=O)O)C3=CC=C(C=C3)OC,Name,Desacetyl diltiazem,91638,372.4830022,4,2.8213,0.34,0.35,0,14608824.49,9367869.011,4971308.635,14171249.92,9912054.57,8842348.558
,,,,,,,,,,278664.9349,314380.0967,338026.4361,371725.6179,53739995.85,385519.3282
CN1CCC23C=C(C(=O)C=C2C1CC4=C3C(=C(C=C4)OC)O)OC,Name,Sinoacutine,821366,327.3750608,4,1.5615,0.377777778,0.421052632,0,930117.5042,969913.8157,1121641.55,1007273.335,1069763.202,1207346.402
CC1=NN(C2=C1C(=O)N(C3=CC=CC=C32)C)C4=CC=CC=C4,Name,"3,5-dimethyl-1-phenyl-1,5-dihydro-4H-pyrazolo[4,3-c]quinolin-4-one",2785483,289.331872,2,4.0741,0.513513514,0.111111111,0,1026564.608,864435.2105,919559.8415,757775.3769,977268.7024,1071100.011
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C=C(C=C4[O+]=C3C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O)O.[Cl-],Name,Keracyanin chloride,29231,630.9800441,13,-2.6482,0.418918919,0.444444444,1,2606915.399,4011122.13,1893382.859,852030.4114,679255.8612,1535789.966
,,,,,,,,,,755765.3766,570252.4761,596924.8514,589370.6131,653358.501,650943.0446
CC1=C(C(=C(C(=C1C)C)C(=O)C2=CC=C(C=C2)[N+](=O)[O-])C)C,Name,"(4-nitrophenyl)(2,3,4,5,6-pentamethylphenyl)methanone",2803286,297.3490385,1,5.5596,0.317073171,0.277777778,0,494567.2182,607948.5534,609957.3156,1028939.652,990200.8159,953501.4854
,,,,,,,,,,199618.78,269748.6021,524869.229,300734.2679,315269.4719,358211.5719
,,,,,,,,,,2899816.149,30878155.54,11377739.1,7395765.15,16660985.1,10017026.31
,,,,,,,,,,3221569.461,10686511.97,5088104.836,8113986.811,9933880.699,11630605.21
COC1=NC=C(C(=C1)C(F)(F)F)C2=NC=NN2,Name,"2-methoxy-5-(1H-1,2,4-triazol-5-yl)-4-(trifluoromethyl)pyridine",2745458,244.1736358,3,1.8295,0.458333333,0.222222222,0,11455000.63,17799073.45,17457244.06,21576713.23,25346336.11,24510853.65
CC1CC(=C(C(=N1)C)C(=O)C)O,Name,"5-acetyl-2,6-dimethyl-1,2,3,4-tetrahydropyridin-4-one",136182319,167.2053659,3,-0.189,0.24,0.555555556,0,586955.7828,627112.0022,692555.7582,581522.9477,833624.4871,782734.5162
CCC1CN2CCC1CC2CNC(=O)C3=CC=CO3,Name,"N-{[(2R,4S,5R)-5-Ethyl-1-azabicyclo[2.2.2]oct-2-yl]methyl}-2-furamide",11943278,262.3479513,3,2.1337,0.390243902,0.666666667,0,3773198.619,8318065.733,8394854.054,39559371.27,22974580.49,22730747.35
CCOC(=O)C(CCC(=O)O)(CCC(=O)O)C(=O)C,Name,4-acetyl-4-(ethoxycarbonyl)heptanedioic acid,2776054,274.2675988,7,0.2387,0,0.666666667,2,380152.052,406159.9211,447411.848,378067.186,485997.0157,506951.5306
CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O,Name,Gossypol,3503,518.5555389,8,6.4404,0.294117647,0.266666667,0,13047695.6,9732258.903,7268993.808,4382023.905,1280282.728,11020124.45
CCCCC#CC1=CC(=CN=C1)C(=O)NC2=CC=C(C=C2)Cl,Name,N-(4-chlorophenyl)-5-hex-1-ynylnicotinamide,604202,312.7939879,3,4.5737,0.358974359,0.25,0,1799870.633,2207382.257,2214675.812,3735946.273,3595290.588,3462040.084
CCCCCCOC1=CC=C(C=C1)N,Name,4-Hexyloxyaniline,38360,193.2858132,1,3.3081,0.181818182,0.5,0,369656.41,417037.606,403853.8957,439779.3761,466916.855,458022.6671
CC1=CC=CC=C1CN2CCC(C2)C3=NC4=C(N3)C=C(C=C4)F,Name,5-Fluoro-2-[(3S)-1-(2-methylbenzyl)-3-pyrrolidinyl]-1H-benzimidazole,45784239,309.38131,2,4.2972,0.488372093,0.315789474,0,17245985.95,5149555.515,2729791.471,4671801.744,7920008.158,4541858.672
,,,,,,,,,,1129887.543,8374922.339,5455111.634,2962625.997,3308114.734,3139075.495
CCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,Name,CAR 5:0,6426904,246.3237318,4,0.1173,0,0.833333333,1,7036966.808,8810337.001,7067613.737,34024565.12,18842107.27,23475400.37
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)O,Name,2'-Deoxyadenosine-5'-monophosphate,12599,331.2222368,10,-2.0641,0.388888889,0.5,2,9898228.32,9878371.691,10849404.06,17163603.89,12852166.77,17129498.38
CC1CCC2(CC3CC(O2)CC=C(CC(C=CC=C4COC5C4(C(C=C(C5=NO)C)C(=O)O3)O)C)C)OC1C,Name,Milbemycin A3 oxime,20056432,541.6768029,6,3.7912,0.365853659,0.677419355,0,382728.5725,1317292.986,746714.4469,1266403.38,1874595.809,1981412.945
C1=CC=C(C(=C1)CC(=O)O)O,Name,2-Hydroxyphenylacetic acid,11970,152.147628,3,1.2018,0.315789474,0.125,1,728554.2527,639410.227,779909.5498,674740.8521,832177.9624,894068.6604
C1CNC1C(=O)O,Name,Azetidine-2-carboxylic acid,17288,101.1040419,3,-0.6366,0.285714286,0.75,1,626458.653,590734.9417,775403.6549,617211.5608,847304.589,940131.4263
C1CC(=O)OC1=O,Name,Succinic anhydride,7922,100.0729214,3,-0.145,0.454545455,0.5,0,6859444.268,5729315.943,4042798.192,9390511.693,6585568.802,8502132.497
CC1CN(CC(O1)C)C(=O)C2=C(N(N=C2)C)[N+](=O)[O-],Name,"(2,6-dimethylmorpholino)(1-methyl-5-nitro-1H-pyrazol-4-yl)methanone",2819101,268.2695795,4,0.3555,0.342857143,0.636363636,0,5298416.726,8897082.751,6096131.471,7998212.005,5522818.874,3977867.86
CC1=NC2=C(N1)C=C(C=C2)C(=O)O,Name,2-methyl-1H-benzimidazole-5-carboxylic acid,1132609,176.1723654,3,1.2521,0.428571429,0.111111111,1,1894878.758,7323628.841,3547664.167,4923702.387,4450989.835,4451131.142
COC1=C(C=C(C=C1)C=C(C#N)C(=O)O)OC,Name,"2-cyano-3-(3,4-dimethoxyphenyl)acrylic acid",5376777,233.220502,3,1.7085,0.214285714,0.181818182,1,2480644.615,16159354.79,9268257.386,4176309.849,7966208.408,13071923.41
,,,,,,,,,,3546445.831,9493120.509,5198713.647,11446392.63,6490220.756,4523008.599
C1=CC=NC(=C1)OCCOC2=CC=CC=N2,Name,2-[2-(2-pyridyloxy)ethoxy]pyridine,2747680,216.2363361,2,2.2228,0.571428571,0.166666667,0,26067439.93,29507690.7,31639486.48,28482626.69,46019060.16,37370573.29
,,,,,,,,,,238395.4643,254181.4431,290769.6771,284872.7194,312697.5273,347131.3081
C1CC1CNC(=O)NC2=CC=CC=C2,Name,N-(cyclopropylmethyl)-N'-phenylurea,2815427,190.2420768,3,1.7665,0.464285714,0.363636364,0,381694.1343,368281.5914,420454.0984,410625.2801,520919.5431,540843.4811
,,,,,,,,,,308093.0324,739307.6428,322645.3907,299242.9811,518462.4743,372284.593
C1=CC(=CN=C1)CCC(=O)O,Name,3-(3-pyridinyl)propanoic acid,259624,151.162867,3,0.7748,0.3,0.25,1,3248488.811,1285112.722,1198092.099,3634779.787,882834.6676,886525.6071
,,,,,,,,,,526013.8076,16173687.72,2172339.123,14027101.62,3098552.427,3415814.038
C1=CC=C(C=C1)OC2=CC=CC=C2NC(=O)NC3=CC=C(C=C3)Cl,Name,N-(4-chlorophenyl)-N'-(2-phenoxyphenyl)urea,2805379,338.7882472,3,4.7475,0.564102564,0,0,278186.5334,365608.0673,335075.9686,281005.8907,304623.0471,362417.4744
,,,,,,,,,,521004.4317,545513.1023,616723.3276,536416.4636,688054.1023,667292.1346
COC1=CC(=CC(=C1OC)OC)CCC(=O)O,Name,"3-(3,4,5-trimethoxyphenyl)propanoic acid",64860,240.2529075,2,1.8762,0.181818182,0.416666667,1,10144461.17,6219783.056,2540671.646,3807958.273,3068601.686,2920325.746
CC(C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)O)N,Name,APK,18411394,314.3811947,8,-1.0603,0.104166667,0.785714286,1,1003185.484,6532213.534,3657632.646,3615932.717,3238179.998,2923207.176
,,,,,,,,,,575170.9156,318519.3208,315887.4981,297262.5876,397365.6176,373543.0451
,,,,,,,,,,4825349.25,11251597.84,5871903.52,6875083.2,4364022.467,3551421.179
,,,,,,,,,,1990202.199,1667374.213,2583974.757,344346.7735,395069.7572,398156.7506
C1=CC=C2C(=C1)C(=O)NC(=O)N2,Name,Benzoyleneurea,64048,162.145748,2,1.9665,0.555555556,0,0,11173109.94,566699.6919,485664.4225,635061.7735,5864697.515,4092613.794
COC1=CC(=CC(=C1OC)OC)C(=O)OC2C(C(C(C(O2)CO)O)O)O,Name,"1-O-(3,4,5-Trimethoxybenzoyl)-beta-L-galactopyranose",51543738,374.3405202,7,-0.5192,0.291666667,0.5625,0,1522601.074,1079495.982,546038.2653,515742.648,922076.4502,1144839.006
C1=CC=C(C=C1)N2C(=C3C(=N2)C=C(NC3=O)O)N,Name,"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol",135419024,242.233861,4,1.7579,0.535714286,0,0,682709.5806,1810969.602,1311430.608,14963743.7,7284265.357,5771149.365
COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],Name,Carbadox,135403805,262.2219349,4,1.096,0.344827586,0.090909091,0,4127788.245,13133168.34,7004429.438,6950008.633,5419994.227,3962520.734
CC1C2C3CC(O1)OC2OC=C3C(=O)OC,Name,Sarracenin,427877,226.2262901,5,0.0477,0.366666667,0.727272727,0,5314265.391,2167404.229,1481958.337,1338891.036,2338412.073,2057047.006
CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,Name,Scopolamine,3000322,303.353589,5,0.8239,0.418604651,0.588235294,0,276714.2655,351952.818,219679.5491,1066951.619,265821.9937,334058.4394
C1=CC=C(C(=C1)C(=O)NCCC2=CC=CC=N2)N,Name,N1-[2-(2-pyridyl)ethyl]-2-aminobenzamide,2803200,241.2889284,4,1.1877,0.484848485,0.142857143,0,806712.0896,4552102.056,2267692.469,9812018.034,3927483.029,3974052.096
COC(CCC1=CC=C(C=C1)O)CC(=O)CCC2=CC=C(C=C2)O,Name,"1,7-bis(4-hydroxyphenyl)-5-methoxyheptan-3-one",56776297,328.4029157,4,3.7508,0.395833333,0.35,0,861350.5031,2633901.239,946372.7405,1509314.401,1037212.515,1135054.173
CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,Name,Topotecan,60700,421.4466972,7,2.9766,0.388888889,0.347826087,0,5369735.439,788633.7069,5460842.647,396883.3951,361769.9165,662386.9714
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O,Name,Uridine 5'-monophosphate,6030,324.1816653,9,-1.4824,0.323529412,0.555555556,2,8552085.399,881558.4149,779170.0418,3948391.369,865769.3648,949466.304
C1C(C(C(C1F)C=CC(C2CC3=CC=CC=C3C2)O)CC=CCCCC(=O)O)O,Name,AL 8810,5311238,402.4998478,4,3.9958,0.283333333,0.541666667,1,1471366.822,631192.2158,558903.0978,715351.3757,611001.0621,882400.307
CCC1=CC2=C(C=C1O)OC=C(C2=O)C3=NC4=CC=CC=C4N3,Name,3-(1H-benzo[d]imidazol-2-yl)-6-ethyl-7-hydroxy-4H-chromen-4-one,5394973,306.3160379,3,4.135,0.513513514,0.111111111,0,592418.5494,646346.854,948448.1078,605112.8626,834171.5037,796611.238
COC1=C(C=C2C(=C1)C=CC(=O)O2)O,Name,7-hydroxy-6-methoxy-2H-chromen-2-one,5280460,192.1685047,2,1.8856,0.454545455,0.1,0,453207.2925,465348.9842,417841.0235,529573.5309,567298.4503,614277.853
CC1=C(SC(=N1)C2=CC=C(C=C2)C(F)(F)F)CO,Name,"{4-methyl-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl}methanol",2783005,273.2756411,2,3.1224,0.392857143,0.25,0,4922088.658,17190706.51,11266896.97,13929178.48,6680576.562,4156659.323
,,,,,,,,,,505200.1301,581889.8168,555899.5117,566174.2002,679771.2956,731715.6756
CN=C1N(C(=O)C(S1)CC(=O)O)C,Name,"2-[3-methyl-2-(methylimino)-4-oxo-1,3-thiazolan-5-yl]acetic acid",2779747,202.232265,5,0.4581,0.217391304,0.571428571,1,16879535.72,5133890.977,26890029.62,13118598.94,24540465.42,18492228.18
CC1=C(C(=O)C=C2C1=CC=C3C2(CCC4(C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C)O,Name,Celastrol,122724,450.6107094,4,5.2845,0.309859155,0.655172414,1,2006373.843,944538.5463,1059256.332,641908.8087,3509723.097,3653231.132
C1CC(NC1)C(=O)N2CC(CC2C(=O)O)O,Name,Proline-hydroxyproline,11902893,228.2454372,6,-1.1785,0.34375,0.8,1,1256941.538,6121041.17,3425907.937,4075715.519,8113191.498,9725627.581
,,,,,,,,,,1586254.293,3845657.417,1147958.595,3720844.815,3247258.757,1696175.997
,,,,,,,,,,2922084.519,430715.9484,441668.3104,443512.2411,432914.9858,460561.2727
CN1C=CC(=C(C1=O)C#N)OC,Name,Ricinine,10666,164.1616295,2,1.0279,0.3,0.285714286,0,8282304.111,3458046.612,4348656.757,5247673.957,4254385.445,6440229.687
CC(C)C(=C)CCC(C1C(CC2(C1(CC=C3C2=CCC4C3(CCC(C4(C)C)O)C)C)C)O)C(=O)O,Name,Dehydrotumulosic acid,15225964,484.7115887,4,5.7191,0.204819277,0.774193548,1,1204107.889,531768.1976,445182.2323,1534361.942,867834.5429,680325.9757
C1CN(CCC1NC(=O)C2=CC=C(C=C2)N3C=CC=N3)CC4=CC=CC=C4,Name,N-(1-benzyl-4-piperidinyl)-4-(1H-pyrazol-1-yl)benzamide,2813858,360.4529856,4,2.9589,0.509803922,0.272727273,0,578180.1335,696847.3401,623064.1199,478822.1318,474147.8115,486143.6451
CCOC1=NC=NC2=CC(=C(C=C21)OC)OC,Name,"4-ethoxy-6,7-dimethoxyquinazoline",2808943,234.2516225,2,2.2269,0.322580645,0.333333333,0,1941832.331,12370118.4,2001271.42,2011397.473,2106686.107,2734264.267
C1=NC2=C(N1)C(=O)NC(=O)N2,Name,"2,6-Dihydroxypurine",1188,152.1110652,3,0.2045,0.6,0,0,774871.7619,617209.8743,560188.9174,31828223.14,27105498.09,20684562.06
