SMILES,matched_by,matched_query,pubchem_cid,MW,nHBAcc,ALogP,FMF,HybRatio,nAcid,S1,S2,S3,S4,S5,S6
CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)O,Name,Forskolin,47936,410.5020099,7,0.6977,0.222222222,0.818181818,0,35008114.85,11510413.06,19602583.55,16277960.09,18840817.61,12192373.05
,,,,,,,,,,45090284.14,24422676.99,55341089.88,52122436.56,55396652.58,19134983
C(CCCCCC(=O)O)CCCCCC(=O)O,Name,"1,11-Undecanedicarboxylic acid",10458,244.3277645,4,3.6958,0,0.846153846,2,68228280.69,9859623.11,5081048.111,10631165.23,7931839.861,5317883.852
CC12CC(OC13CC(C4C2CC5CC4C(=O)O5)OC3=O)C6=COC=C6,Name,Diosbulbin B,15559043,344.3592267,5,1.2236,0.488888889,0.684210526,0,2115620.725,928887.3752,790737.2871,2491666.311,1900753.929,908306.3987
CC12CCC(CC1CCC3C2CCC4(C35C(O5)CC4C6=COC(=O)C=C6)C)O,Name,Resibufogenin,6917974,384.5093854,3,3.7992,0.4,0.791666667,0,24696949.24,16131207.15,13070630.44,39863599.5,22945582.2,45671682.45
CCCCCC(CCC1C(CC(=O)C1CCCCCCC(=O)O)O)O,Name,"13,14-Dihydro prostaglandin E1",161273,356.4976097,5,3.7886,0.081967213,0.9,1,3207202.928,23570028.01,12720007.08,13338567.44,10764982.68,8389527.411
COC1=CC(=CC(=C1)OC)OC,Name,"1,3,5-Trimethoxybenzene",69301,168.1901269,0,1.7808,0.25,0.333333333,0,740139.7693,923385.8612,285590.1366,4056981.685,2067542.765,1742514.648
COC1=C(C=C(C=C1)CC2COC(=O)C2CC3=CC(=C(C=C3)O)OC)OC,Name,(-)-Arctigenin,64981,372.4124615,3,3.7185,0.37254902,0.380952381,0,21130500.16,14828909.51,7631882.469,14751118.21,6474440.433,4612977.065
CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3,Name,Schisandrin B,108130,400.4656963,0,5.0677,0.333333333,0.47826087,0,727302.6684,1724242.445,1215949.367,618637.396,3234312.685,3956098.909
CCCCCCCC(=O)CCC1=CC(=C(C=C1)O)OC,Name,6-Paradol,94378,278.3871846,2,4.5754,0.130434783,0.588235294,0,98829117.14,7115264.499,4113735.417,11740667.35,11253214.1,9412278.635
CCCCCCCCC1CCCC(=O)O1,Name,delta-Tridecalactone,110977,212.3289546,2,4.3711,0.153846154,0.923076923,0,13272665.97,33560101.44,17935289.68,32082783.53,14983363.16,10659348.1
C1=CC=C(C=C1)C=CC=CC(=O)O,Name,"5-Phenyl-2,4-pentadienoic acid",73777,174.1963123,2,2.37,0.260869565,0,1,36919847.41,10884689.77,11174774.9,26502170.03,27296024.7,29147325.37
,,,,,,,,,,572039.3516,499778.8086,467032.4767,497353.7434,504021.2334,505407.3968
CC=CC#CC#CC(C(C=CCCCO)OC1C(C(C(C(O1)CO)O)O)O)O,Name,Lobetyolin,14655097,396.4322985,8,0.3188,0.107142857,0.75,0,31857758.44,4814921.769,4014063.39,3678108.013,3743835.123,3604740.125
,,,,,,,,,,40631077.89,34056014.96,20898352.24,18500507.15,34268094.67,27265924.23
CC1CC2(C=C(C3(CC3)C(C2C1=O)(C)O)C)OC4C(C(C(C(O4)CO)O)O)O,Name,Ptaquiloside,13962857,398.44818,8,-0.931,0.310344828,0.85,0,10507758.78,12157272.34,16009050.04,14784739.07,7482495.025,9122384.566
CCOC(=O)C1=CC(=C(C(=C1)O)O)O,Name,Ethyl gallate,13250,198.1730552,5,1.232,0.25,0.222222222,0,96058049.32,11129969.85,15713261.55,7045732.228,7093868.128,11158646.37
CC=CC1=CC(=C(C=C1OC)OC)OC,Name,alpha-Asarone,636822,208.2540976,0,2.7348,0.193548387,0.333333333,0,3468858.2,2268024.307,1504445.069,1676224.518,1304554.282,356025.0805
CC1=C(C(=C2C(=C1O)C(=O)C(CO2)CC3=CC4=C(C=C3)OCO4)C)O,Name,Methylophiopogonanone A,53466984,342.3433452,3,3.6443,0.465116279,0.315789474,0,35101849.06,42437008.79,14843442.71,38009973.55,31272639.46,5612114.188
COC1=CC(=CC(=C1OC)OC)C2=COC3=CC4=C(C(=C3C2=O)OC)OCO4,Name,Irisflorentin,170569,386.3528909,1,3.2403,0.413043478,0.25,0,632515.783,704509.8404,557009.9499,713947.2426,641009.4835,628629.5154
C1=CC=C2C(=C1)C(=CN2)CCO,Name,Tryptophol,10685,161.2008154,1,1.8402,0.391304348,0.2,0,968666.7479,5018837.082,3362494.179,21137652.78,9547031.514,31485991.32
,,,,,,,,,,8040316.038,8955722.268,6232550.661,5640023.995,2163163.767,7592665.119
CC1=CC(=O)OC2=C1C=CC(=C2)OC3C(C(C(C(O3)C(=O)O)O)O)O,Name,4-Methylumbelliferyl glucuronide,91553,352.2934708,7,0.6927,0.414634146,0.375,1,457756.6908,583040.445,472914.6796,536159.8435,550322.5926,469746.3148
COC(=O)C1=COC(C2C1CC=C2CO)O,Name,Genipin,442424,226.2262901,5,-0.505,0.3,0.545454545,0,7458636.414,15948034.27,8137986.261,24630375.79,19471820.21,9418043
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O,Name,Isoliquiritin,5318591,418.3947948,8,0.9954,0.423076923,0.285714286,0,7220491.641,2756331.645,4737042.005,11670973.71,15211027.21,8853315.377
,,,,,,,,,,28560576.64,17581593.23,12319094.32,26980032.59,17493551.37,18271727.78
CCCCCC(=O)CCC1C(CC(=O)C1CCC(=O)O)O,Name,"13,14-dihydro-15-keto-tetranor Prostaglandin E2",71684706,298.3752586,5,1.6379,0.106382979,0.8125,1,113355317,174640694.6,123849052.1,73882859.68,209718025,177203587.5
CCCCCCCCCCCCCCCC(=O)OCC(C1C(=C(C(=O)O1)O)O)O,Name,Ascorbyl palmitate,54680660,414.5337729,7,5.2173,0.074626866,0.818181818,0,14681262.72,18082903.93,9906753.9,32434771.13,17734034.72,12911423.23
CC=C(C)C(=O)OC(C)(C)C1CC2=C(O1)C=CC3=C2OC(=O)C=C3,Name,Columbianadin,6436246,328.3598218,3,4.2249,0.295454545,0.368421053,0,315614.163,1267402.538,359321.516,7105817.613,2708207.403,2129205.597
CC1C(C(OC1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)O)OC)C,Name,Fragransin A2,16069561,344.4023207,3,3.8069,0.346938776,0.4,0,435771.5273,1711838.519,989094.2539,4990730.158,3116774.085,2910285.502
C(C(C(C=O)O)O)OP(=O)(O)O,Name,D-Erythrose 4-phosphate,122357,200.0840065,7,-2.4728,0,0.75,2,22026982.6,8360787.937,4972135.007,5423255.524,3426874.527,2846362.575
COC1=C(C=CC(=C1)CC(=O)O)O,Name,Homovanillic acid,1738,182.1736503,3,1.1854,0.260869565,0.222222222,1,12400537.64,6185777.492,13860880.37,4969801.796,5706686.556,7765841.148
CCCCC1C2CC(=O)C(C2CCC1=O)CC=CCCCC(=O)O,Name,Bicyclo Prostaglandin E2,6438367,334.4505603,4,3.4828,0.166666667,0.75,1,1471688.09,3441561.554,553858.6779,898502.754,2620440.374,10540784.13
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4C5C(CC6=C(C=C(C=C6O5)O)O)O)O)O)C(=O)C(=C3)O)O,Name,Theaflavin,135403798,564.4947782,10,3.072,0.476923077,0.206896552,0,7832618.556,2319654.428,1338495.157,2154989.922,554503.418,1345605.413
CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3CC(C(C4(C)C)O)O)C)C)C)O)O,Name,Curcurbitacin IIa,181183,562.7358258,8,1.641,0.188888889,0.84375,0,798947.8423,786071.7798,803912.6429,32313567.14,13800742.98,9579778.93
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(C(CC(C6)O)O)C)C)C)OC1,Name,Ruscogenin,441893,430.6210006,4,3.4083,0.342465753,0.925925926,0,648530.8881,470304.9183,455301.9566,517265.7974,474319.2137,436798.4075
COC1=C(C2=C(C=C1)C3COC4=C(C3O2)C=CC(=C4)OC5C(C(C(C(O5)CO)O)O)O)O,Name,Licoagroside D,101192599,448.4208171,6,0.4857,0.428571429,0.454545455,0,429243.4423,1421040.344,795526.4002,2524087.422,834897.5257,848260.4167
CC(C)CC(=O)OC1C=C2C(C13CO3)C(OC=C2COC(=O)C)OC(=O)CC(C)C,Name,Valepotriate,442436,422.4696518,8,2.0072,0.183333333,0.681818182,0,8671780.24,14250648.25,5935839.389,17451345.69,6392085.922,6253168.826
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,Name,4-Demethylepipodophyllotoxin,122797,400.3795083,4,1.8607,0.448979592,0.380952381,0,14651373.29,26421276.88,10880925.34,13928567.7,40046014.32,14177760.63
C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Name,Chlorogenic acid,1794427,354.3093523,9,-0.4159,0.372093023,0.375,1,1617719.799,1009814.009,1536149.236,4687859.628,4020073.985,1052071.115
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,Name,Dl-Indole-3-lactic acid,92904,205.2103611,3,1.5384,0.346153846,0.181818182,1,223696.7918,292285.9287,329590.2147,260524.6598,347461.0851,348142.4225
CCCCCC1C(CCC1=O)CC(=O)O,Name,(+)-Dihydrojasmonic acid,40469793,212.2858606,3,2.4103,0.142857143,0.833333333,1,1156419.315,3587069.563,2360378.46,3996225.937,2265009.535,1802761.438
CC(C)CC(C(=O)O)NC(=O)CCC(C(=O)O)N,Name,Gamma-Glu-Leu,151023,260.287341,7,-0.0415,0,0.727272727,2,23885308.02,21038398.55,15388424.16,25864642.53,16162075.45,15011296.5
CC1=CC2=C(C(=C1CCOC3C(C(C(C(O3)CO)O)O)O)C)C(=O)C(C2)(C)CO,Name,pteroside A,169727,410.4589159,8,0.6261,0.305084746,0.666666667,0,8505128.338,7400809.453,2269474.496,2916034.62,4403387.956,5369574.746
C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)O,Name,"Guanosine-3',5'-cyclic monophosphate",135398570,345.2057602,10,-2.3596,0.514285714,0.5,1,36735431.9,29850614.31,11904733.2,47090169.03,45451253.71,33018581.24
,,,,,,,,,,1186095.001,6600888.872,5082367.095,10738081.48,38325509.28,36263392.06
CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,Name,Engeletin,6453452,434.3941997,9,0.8935,0.433962264,0.380952381,0,11210787.76,5765977.005,7977382.944,7976030.1,4024223.331,5332201.635
C1C(C(C(C(N1)CO)O)O)O,Name,1-Deoxynojirimycin,29435,163.1719681,5,-2.44,0.25,1,0,6150244.818,10289903.02,6518758.831,13472969.55,6359276.867,9717824.028
CC(=CC=CC1(C2CCC3(C2(CCC(=CC3)C(=O)OC)OC(=O)C)C(=O)O1)C)C(=O)O,Name,Pseudolaric Acid B,6475943,432.4645062,8,2.7683,0.220338983,0.565217391,1,560389.3891,730714.0997,689917.5921,393711.2263,374652.7259,426627.692
COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)O)O)O,Name,Rhapontigenin,5320954,258.2698287,3,2.9976,0.424242424,0.066666667,0,107309528.3,108356076.4,105109884.5,85632767.19,94084055.33,165722547.3
COC1=CC2=C(C=C1)OC3=CC(=C(C(=C3C2=O)OC)OC)OC,Name,"1,2,3,7-Tetramethoxyxanthone",14528828,316.3059919,1,3.1536,0.358974359,0.235294118,0,1107630.506,1160562.906,894484.8772,33961601.46,3650402.008,4144721.834
CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,Name,Bufalin,9547215,386.5252669,3,3.9996,0.370967742,0.791666667,0,22917804.5,7120909.02,8917411.763,27807501.93,21352274.8,25678107.57
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,Name,Rosmarinic acid,5281792,360.3155376,8,2.6865,0.428571429,0.111111111,1,213938.9299,2984743.325,1172784.081,2209611.572,1109583.016,1378898.628
C1=CC(=C(C=C1N)C(=O)O)O,Name,5-Aminosalicylic Acid,4075,153.1356545,4,0.4204,0.333333333,0,1,4661230.781,7489120.4,7535189.264,30979126.65,32729257.19,32010511
CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,Name,(-)-Huperzine A,854026,242.3167834,2,2.1549,0.361111111,0.4,0,3886494.716,5528234.888,2698474.954,3078282.099,6268263.2,4082787.845
CC(=CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O)C,Name,Phellodensin F,42607895,502.5114052,8,2.2499,0.348484848,0.423076923,0,694893.5887,779005.2968,664538.9423,1533510.761,1002867.529,947273.0719
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C,Name,Oridonin,5321010,364.4334886,6,0.0606,0.333333333,0.85,0,1250624.094,6904463.675,3007219.987,9177927.739,13763914.49,4098641.959
C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O,Name,Salidroside,159278,300.3049521,7,-0.4676,0.365853659,0.571428571,0,673314331.1,72319342.48,114255330.1,31073080.91,30747058.03,18984419.82
CC(C(C1=CN=C2C(=N1)C(=O)NC(=N2)N)O)O,Name,6-Biopterin,135403659,237.2157022,7,-1.1013,0.357142857,0.333333333,0,100122148.7,66493777.43,70079740.13,35653131.55,27262197.88,33781114.78
C1=CC(=C(C=C1Cl)C2=CC=NN2)O,Name,4-chloro-2-(1H-pyrazol-3-yl)phenol,87756,194.6179573,2,2.4808,0.55,0,0,12482699.2,10463823.6,7688887.031,9379170.894,6398029.228,10101120.57
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,Name,Puerarin,5281807,416.3789133,8,0.6115,0.44,0.285714286,0,1587841.912,300956.32,339367.2032,282281.7251,357768.1964,390659.6495
CCC=CCC1C(CCC1=O)CC(=O)O,Name,Jasmonic acid,5281166,210.2699791,3,1.9657,0.151515152,0.666666667,1,5841620.72,7334421.91,6629679.505,14848180.66,26802967.44,16409946.38
COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,Name,Syringetin,5281953,346.2889202,5,2.7268,0.41025641,0.117647059,0,3410429.024,4633926.539,1906981.922,6152975.938,2898730.581,3741349.743
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC,Name,Demethylnobiletin,358832,388.3687724,2,3.4798,0.333333333,0.25,0,3779493.371,4809511.08,2892192.649,8526223.278,6415574.25,5362621.969
C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=O)NC2=O,Name,Xanthosine,64959,284.2258904,7,-1.2795,0.4375,0.5,0,17208158.34,14567912.77,8414009.641,133945230.4,82800805.38,56182761
C1=CC2=C(C=C1O)C(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O,Name,Lancerin,5281645,406.3409649,9,0.0255,0.425531915,0.315789474,0,164557.1369,152275811.9,232007.1754,1121000.258,452966.3747,426019.7077
C(CO)N(CC(=O)O)CC(=O)O,Name,N-(2-Hydroxyethyl)iminodiacetic acid,7152,177.1554915,6,-0.8803,0,0.666666667,2,1419620.7,1270498.695,746213.327,6527594.517,4082006.105,3363389.041
CCCCCCCCCC(=O)CC(O)S(=O)(=O)[O-].[Na+],Name,Sodium Houttuyfonate,23663544,302.364347,5,2.0938,0,0.916666667,1,4058929.183,4303320.288,2952405.871,7649196.587,4188687.916,3481739.784
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O,Name,Isovitexin,162350,432.3783182,9,0.6355,0.431372549,0.285714286,0,5515841.456,3807804.816,1511658.319,2575712.65,2384899.249,1938857.283
,,,,,,,,,,9575449.714,9396108.113,9084229.174,110615749.5,10223687.43,57971644.81
COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)OC4C(C(C(C(O4)C(=O)O)O)O)O,Name,Wogonoside,3084961,460.388459,8,1.5825,0.433962264,0.272727273,1,2495615.052,6831704.466,3838398.902,7303635.766,6123319.551,6722045.611
CCOC(=O)C=CC1=CC(=C(C=C1)O)O,Name,Ethyl caffeate,5317238,208.2110036,4,1.9672,0.222222222,0.181818182,0,1930299.378,4036842.066,2472435.099,9383889.742,6276335.955,4202101.413
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Name,Gallocatechin gallate,5276890,458.3725775,10,2.894,0.470588235,0.136363636,0,16527605.75,15336602.91,8650588.523,12182060.06,5622358.812,3608435.639
CC(=O)OC1CC2(C3CCC4CC(CCC4(C3CCC2(C1C5=COC(=O)C=C5)C)C)O)O,Name,Bufotaline,12302120,444.56143,5,3.0855,0.338235294,0.769230769,0,1536086.346,3553033.648,1558337.325,8273671.819,5884580.79,4469951.62
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,Name,Phloretin,4788,274.2692336,5,2.6556,0.441176471,0.133333333,0,11756171.49,31013770.2,21060512.85,19943417.87,16399815.6,12170313.62
C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,Name,Indole-3-pyruvate,803,203.1944796,3,1.4989,0.375,0.090909091,1,4596147.535,4942060.098,4765371.124,19961790.77,11356628.96,15983840.93
C1C2C(C3=C(O1)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6,Name,Trifolirhizin,442827,446.4049356,5,0.5376,0.5,0.454545455,0,3743230.021,7504013.592,3379849.702,14394769.65,13960398.42,5547288.409
,,,,,,,,,,6501170.739,6665906.382,4981469.943,11802295.95,8703424.986,8466634.405
CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5O)C(C)(C)C)C(C(=O)OC6O4)O)O,Name,Ginkgolide C,9867869,440.3987502,11,-1.6458,0.345454545,0.85,0,975042.457,1040925.913,890218.2466,918344.3618,1516652.476,1329169.643
CC1=CC(=O)OC2=CC(=C(C=C12)OC)OC,Name,"6,7-Dimethoxy-4-Methylcoumarin",77966,220.2217395,1,2.6228,0.357142857,0.25,0,1392714.824,1360900.12,1360997.425,1125354.853,1354963.03,1202537.597
,,,,,,,,,,605697.5621,520584.4866,485366.3723,516877.9351,541817.8687,525247.744
CC1=CC2=C(C=C1)N=C(NC2=O)NC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Name,"N1-(6-methyl-4-oxo-3,4-dihydroquinazolin-2-yl)-4-nitrobenzamide",135445504,324.2914959,4,2.7969,0.5,0.0625,0,21866015.79,5500076.545,13887214.02,22586745.29,16109161.79,11877999.44
C1=CC(=C(N=C1)C(=O)O)C(=O)O,Name,Quinolinic acid,1066,167.119178,5,0.3167,0.352941176,0,2,9568533.905,10296225.44,10777676.18,19677240.84,13126917.87,18630476.25
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Name,(-)-Catechin Gallate,6419835,442.3731726,9,3.1614,0.48,0.136363636,0,917375.5701,981324.5256,463503.3168,1097588.472,946823.0816,865146.1363
C1CN2CC3=CC=CC=C3N=C2C1O,Name,vasicine,667496,188.2261953,3,0.6214,0.5,0.363636364,0,2516093.827,2686105.868,2297205.233,2126820.582,3631216.116,3429917.857
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Name,Quercetin,5280343,302.2362805,6,2.4922,0.5,0,0,3989637.859,6306436.391,5932585.328,2325703.594,10977648.86,6400079.573
C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,Name,Biotin,171548,244.3121172,5,0.6447,0.25,0.8,1,205057.9327,18344391.08,187583.6553,236011.0287,205448.7915,212899.8836
COC1=CC=C(C=C1)C=CC2=CC(=CC(=C2)OC)OC,Name,"3,4',5-Trimethoxy-trans-stilbene",5388063,270.3236586,0,3.767,0.368421053,0.176470588,0,8077642.543,242402.5948,10223211.43,456318.1781,328534.2517,3219629.097
CC1=CC(=C(C2=C1C(=O)C=C(O2)CC(=O)C)C3C(C(C(C(O3)CO)O)O)O)O,Name,Aloesin,160190,394.373323,8,-0.2368,0.32,0.473684211,0,1395059.906,607449.009,441339.3859,1329900.045,1779740.662,2314274.314
C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)CO)O)O)O,Name,Sweroside,161036,358.3411153,9,-1.5936,0.361702128,0.6875,0,15229330.37,27726742.13,15469968.42,20712649.93,12938387.89,12732750.22
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,Name,Isoliquiritigenin,638278,256.2539472,4,2.8998,0.483870968,0,0,20473541.78,21032911.33,18276247.63,16620481.93,8587086.774,9782420.15
CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,Name,Estriol,5756,288.382039,3,2.8458,0.377777778,0.666666667,0,7884744.349,906473.583,3394864.689,7843087.099,7861985.605,6662534.246
C(CP(=O)(O)O)N,Name,2-Aminoethylphosphonate,339,125.0636774,4,-2.1507,0,1,2,53975059.64,24329107.59,24405240.92,3262275.815,16232914.84,8142040.24
CCOP(=S)(O)OCC,Name,"O,O-Diethyl thiophosphate",655,170.1683533,3,0.8369,0,1,0,14673191.91,16049863.04,15485156.6,26753833.1,1021803.357,24316595.4
,,,,,,,,,,171597.4659,9028189.526,166582.0797,1236572.555,13671175.1,215552.1447
COC1=C(C=C(C=C1)C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O,Name,Rhapontin,637213,420.4106763,7,1.0932,0.388888889,0.333333333,0,240783.9797,446265.0078,258560.5781,351051.2048,303655.276,319258.3056
C1=CC(=C(C=C1C=CC(=O)NC(CCC(=O)O)C(=O)O)O)O,Name,"(-)-N-[3',4'-Dihydroxy-(E)-cinnamoyl]-L-glutamic acid",26496524,309.2719516,8,0.6948,0.162162162,0.214285714,2,33409711.15,25876566.35,20211463.49,31424952.06,20090082.31,20706677.6
COC1=CC(=CC(=C1O)OC)C=CC(=O)OC2C(C(OC2(CO)OC3C(C(C(C(O3)CO)O)O)O)CO)O,Name,Sibiricose A6,6326021,548.4921037,13,-2.0995,0.314285714,0.608695652,0,3093764.16,6092413.773,2520792.619,7731053.669,5406872.62,7264834.218
CC(=CCCC(=CCO)C)C,Name,Geraniol,637566,154.2496975,1,2.9341,0,0.6,0,242218.7316,1029874.283,353589.7705,354684.3181,247842.7685,387131.8252
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC)OC)O)OC)O,Name,Casticin,5315263,374.342155,3,3.2288,0.355555556,0.210526316,0,26976594.56,34645083.18,32477571.76,22694362.29,31190178.03,28345047.4
CC1=CC(=O)OC2=C1C=CC(=C2)OC,Name,7-Methoxy-4-methylcoumarin,390807,190.1957172,1,2.6392,0.416666667,0.181818182,0,4347127.606,13525529.26,7347455.781,14904973.08,15089484.84,12851617.41
,,,,,,,,,,10767310.93,12619437,10393921.69,26016021.14,14643224.25,12789059.24
C1=CC=C2C(=C1)C(=CN2)CC(=O)NC(CC(=O)O)C(=O)O,Name,IAA-Asp,446620,290.2719042,6,0.7689,0.257142857,0.214285714,2,7743496.723,15553274.42,9205476.874,21577482.76,16248854.9,16107174.3
C1=CC(=CC=C1C=O)OC2C(C(C(C(O2)CO)O)O)O,Name,Helicid,12896796,284.2624532,6,-0.5824,0.361111111,0.461538462,0,1242510.252,3640943.674,1559368.189,3929189.089,2714656.617,942558.9778
C1=CC(=O)OC2=CC(=C(C=C21)OC3C(C(C(C(O3)CO)O)O)O)O,Name,Esculin,5281417,340.2827349,7,-0.2698,0.425,0.4,0,24736498.64,36593830.34,24448175.76,35665945.17,11807754.29,11732376.9
C1=CC(=CC=C1CO)OC2C(C(C(C(O2)CO)O)O)O,Name,Gastrodin,115067,286.2783347,6,-0.9463,0.342105263,0.538461538,0,199401.4816,151559.5645,192723.0436,274391.781,225126.2881,250478.1569
CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)O)O,Name,N-Acetylneuraminic acid,439197,309.2703167,10,-3.3887,0.15,0.818181818,1,31121756.06,26601837.74,35448541.83,22043994.89,14126131.47,19078717.86
CC(C(=O)O)NC(CCCN=C(N)N)C(=O)O,Name,D-(+)-Octopine,108172,246.2639892,8,-0.7912,0,0.666666667,2,3245649.24,1777149.727,1830008.137,1301094.766,1818322.019,2629169.414
,,,,,,,,,,432057.0559,499821.0572,1085262.406,481874.5987,486999.6302,516611.6465
CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)OC4C(C(C(C(O4)CO)O)O)O,Name,Nodakenin,73191,408.3999404,7,0.5526,0.396226415,0.55,0,156343999.1,6383737.486,2685567.049,34876201.43,19016365.19,16078215.8
CC1CCCC(CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,Name,alpha-Zearalanol,2999413,322.3967304,5,4.0155,0.367346939,0.611111111,0,27642884.72,27385846.75,26240542.83,25752939.22,15728746.06,19052831.89
CCOC1CC2C(C(O1)C)C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O,Name,7-O-Ethylmorroniside,124585685,434.4356589,11,-1.7084,0.283333333,0.842105263,0,91904083.91,106831950.5,54617710.5,35623678.1,51888140.88,33563035.07
CCC(C)C1C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)N4CCCC4C(=O)N1)CC(C)C)CC5=CC=CC=C5,Name,Heterophyllin B,102022989,778.9388647,16,1.4917,0.350877193,0.65,0,14548996.7,1282987.947,1261615.009,738220.8967,1608704.206,1147552.237
C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)N,Name,Asp-phe,93078,280.2770498,7,-0.0385,0.166666667,0.307692308,2,796316.631,681790.105,645473.4745,821875.9506,760383.3695,825493.2768
COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O,Name,Tectorigenin,5281811,300.263493,4,2.7192,0.470588235,0.0625,0,222348.8214,35472231.78,224310.7164,12588905.93,106820544.9,285659.6519
C1=CC(=CC=C1C(=O)NCC(=O)O)N,Name,P-Aminohippuric Acid,2148,194.1876518,5,-0.039,0.25,0.111111111,1,7200431.416,3133411.751,3708387.693,4229704.653,3168974.754,890351.392
C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC=CC3=CC=CC=C3)O)O)O)O)O)O,Name,Rosavin,9823887,428.4311083,10,-1.2898,0.413793103,0.6,0,848700.7003,1038405.487,883056.9993,1385274.861,1028338.064,1249616.874
COC1=C(C=C(C=C1)CC(=O)O)OC,Name,Homoveratrumic acid,7139,196.2002677,2,1.4364,0.230769231,0.3,1,7301253.759,16507804.18,6888221.742,10059153.82,4136553.752,4183418.316
CC=C(C)C(=O)OC1C(C(OC2=C1C3=C(C=C2)C=CC(=O)O3)(C)C)OC(=O)C(=CC)C,Name,Praeruptorin B,5319259,426.4599556,5,5.3184,0.245614035,0.375,0,2066058.684,3213158.768,2850690.402,2474532.71,1686019.301,1500272.167
,,,,,,,,,,276604.598,288125.3433,280860.0296,357530.6348,357565.3012,333452.7942
