EC_Number,Taxonomy,Genus,Species,Microbe,Reaction_ID,Reaction_Name,Definition,Equation,Reactants,Products,Reactants_With_Formula,Products_With_Formula,hit,matched_exudates,matched_side,matched_compounds_in_rxn
1.17.3.2,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Thermogemmata;s__Thermogemmata_fonticola,Thermogemmata,Thermogemmata fonticola,Thermogemmata fonticola,R02107,xanthine:oxygen oxidoreductase,Xanthine + H2O + Oxygen <=> Urate + Hydrogen peroxide,C00385 + C00001 + C00007 <=> C00366 + C00027,C00385; C00001; C00007,C00366; C00027,C00385; C00001; C00007 [C5H4N4O2 | Xanthine],C00366; C00027 [C5H4N4O3 | Urate; Uric acid],TRUE,Xanthine; Uric acid,Reactant; Product,Xanthine; Uric acid
1.17.3.2,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Thermogemmata;s__Thermogemmata_fonticola,Thermogemmata,Thermogemmata fonticola,Thermogemmata fonticola,R07942,1-methylxanthine:oxygen oxidoreductase,1-Methylxanthine + H2O + Oxygen <=> 1-Methyluric acid + Hydrogen peroxide,C16358 + C00001 + C00007 <=> C16359 + C00027,C16358; C00001; C00007,C16359; C00027,C16358; C00001; C00007 [C6H6N4O2 | 1-Methylxanthine],C16359; C00027 [C6H6N4O3 | 1-Methyluric acid],TRUE,1-Methylxanthine; 1-Methyluric acid,Reactant; Product,1-Methylxanthine; 1-Methyluric acid
1.17.3.2,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Thermogemmata;s__Thermogemmata_fonticola,Thermogemmata,Thermogemmata fonticola,Thermogemmata fonticola,R07977,"1,7-dimethylxanthine:oxygen oxidoreductase","1,7-Dimethylxanthine + Oxygen + H2O <=> 1,7-Dimethyluric acid + Hydrogen peroxide",C13747 + C00007 + C00001 <=> C16356 + C00027,C13747; C00007; C00001,C16356; C00027,"C13747; C00007; C00001 [C7H8N4O2 | 1,7-Dimethylxanthine; Paraxanthine]","C16356; C00027 [C7H8N4O3 | 1,7-Dimethyluric acid]",TRUE,Paraxanthine,Reactant,Paraxanthine
1.17.3.2,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Thermogemmata;s__Thermogemmata_fonticola,Thermogemmata,Thermogemmata fonticola,Thermogemmata fonticola,R07979,7-methylxanthine:oxygen oxidoreductase,7-Methylxanthine + Oxygen + H2O <=> 7-Methyluric acid + Hydrogen peroxide,C16353 + C00007 + C00001 <=> C16355 + C00027,C16353; C00007; C00001,C16355; C00027,C16353; C00007; C00001 [C6H6N4O2 | 7-Methylxanthine],C16355; C00027 [C6H6N4O3 | 7-Methyluric acid],TRUE,7-Methylxanthine,Reactant,7-Methylxanthine
1.17.3.2,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Thermogemmata;s__Thermogemmata_fonticola,Thermogemmata,Thermogemmata fonticola,Thermogemmata fonticola,R12989,adenine:oxygen oxidoreductase,Adenine + H2O + Oxygen <=> 8-Hydroxyadenine + Hydrogen peroxide,C00147 + C00001 + C00007 <=> C22499 + C00027,C00147; C00001; C00007,C22499; C00027,C00147; C00001; C00007 [C5H5N5 | Adenine; 6-Aminopurine],"C22499; C00027 [C5H5N5O | 8-Hydroxyadenine; 7,8-Dihydro-8-oxoadenine]",TRUE,Adenine,Reactant,Adenine
1.17.4.1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__unclassified_Rhodospirillales;s__Rhodospirillales_bacterium_URHD0017,unclassified Rhodospirillales,Rhodospirillales bacterium URHD0017,Rhodospirillales bacterium URHD0017,R02018,2'-deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase,dUDP + Thioredoxin disulfide + H2O <=> Thioredoxin + UDP,C01346 + C00343 + C00001 <=> C00342 + C00015,C01346; C00343; C00001,C00342; C00015,C01346; C00343; C00001 [C9H14N2O11P2 | dUDP; 2'-Deoxyuridine 5'-diphosphate],C00342; C00015 [C10H14N4O4S2R4 | Thioredoxin; Reduced thioredoxin],TRUE,dUDP,Reactant,dUDP
1.17.4.1,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unclassified_Rhodospirillales;g__unclassified_Rhodospirillales;s__Rhodospirillales_bacterium_URHD0017,unclassified Rhodospirillales,Rhodospirillales bacterium URHD0017,Rhodospirillales bacterium URHD0017,R02019,2'-deoxyguanosine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase,dGDP + Thioredoxin disulfide + H2O <=> GDP + Thioredoxin,C00361 + C00343 + C00001 <=> C00035 + C00342,C00361; C00343; C00001,C00035; C00342,C00361; C00343; C00001 [C10H15N5O10P2 | dGDP; 2'-Deoxyguanosine 5'-diphosphate],C00035; C00342 [C10H15N5O11P2 | GDP; Guanosine 5'-diphosphate; Guanosine diphosphate],TRUE,Guanosine 5'-diphosphate,Product,Guanosine 5'-diphosphate
1.2.1.16,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__unclassified_Rhizobiales;g__Pseudorhodoplanes;s__Pseudorhodoplanes_sp.,Pseudorhodoplanes,Pseudorhodoplanes sp.,Pseudorhodoplanes sp.,R00713,succinate-semialdehyde:NAD+ oxidoreductase,Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+,C00232 + C00003 + C00001 <=> C00042 + C00004 + C00080,C00232; C00003; C00001,C00042; C00004; C00080,C00232; C00003; C00001 [C4H6O3 | Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate],C00042; C00004; C00080 [C4H6O4 | Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid],TRUE,Succinic acid,Product,Succinic acid
1.2.1.16,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__unclassified_Rhizobiales;g__Pseudorhodoplanes;s__Pseudorhodoplanes_sp.,Pseudorhodoplanes,Pseudorhodoplanes sp.,Pseudorhodoplanes sp.,R00714,succinate-semialdehyde:NADP+ oxidoreductase,Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+,C00232 + C00006 + C00001 <=> C00042 + C00005 + C00080,C00232; C00006; C00001,C00042; C00005; C00080,C00232; C00006; C00001 [C4H6O3 | Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate],C00042; C00005; C00080 [C4H6O4 | Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid],TRUE,Succinic acid,Product,Succinic acid
1.2.1.19,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__unclassified_Nitrospiraceae;s__Nitrospiraceae_bacterium,unclassified Nitrospiraceae,Nitrospiraceae bacterium,Nitrospiraceae bacterium,R12215,5-aminopentanal:NAD+ 1-oxidoreductase,5-Aminopentanal + NAD+ + H2O <=> 5-Aminopentanoate + NADH + H+,C12455 + C00003 + C00001 <=> C00431 + C00004 + C00080,C12455; C00003; C00001,C00431; C00004; C00080,C12455; C00003; C00001 [C5H11NO | 5-Aminopentanal],C00431; C00004; C00080 [C5H11NO2 | 5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid],TRUE,5-Aminovaleric acid,Product,5-Aminovaleric acid
1.2.1.24,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__unclassified_Deltaproteobacteria;f__unclassified_Deltaproteobacteria;g__unclassified_Deltaproteobacteria;s__Deltaproteobacteria_bacterium_RBG_16_49_23,unclassified Deltaproteobacteria,Deltaproteobacteria bacterium RBG 16 49 23,Deltaproteobacteria bacterium RBG 16 49 23,R00713,succinate-semialdehyde:NAD+ oxidoreductase,Succinate semialdehyde + NAD+ + H2O <=> Succinate + NADH + H+,C00232 + C00003 + C00001 <=> C00042 + C00004 + C00080,C00232; C00003; C00001,C00042; C00004; C00080,C00232; C00003; C00001 [C4H6O3 | Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate],C00042; C00004; C00080 [C4H6O4 | Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid],TRUE,Succinic acid,Product,Succinic acid
1.2.1.28,k__Bacteria;p__Candidatus_Rokubacteria;c__unclassified_Candidatus_Rokubacteria;o__unclassified_Candidatus_Rokubacteria;f__unclassified_Candidatus_Rokubacteria;g__unclassified_Candidatus_Rokubacteria;s__Candidatus_Rokubacteria_bacterium_RIFCSPLOWO2_12_FULL_69_21,unclassified Candidatus Rokubacteria,Candidatus Rokubacteria bacterium RIFCSPLOWO2 12 FULL 69 21,Candidatus Rokubacteria bacterium RIFCSPLOWO2 12 FULL 69 21,R01293,4-hydroxybenzaldehyde:NAD+ oxidoreductase,4-Hydroxybenzaldehyde + NAD+ + H2O <=> 4-Hydroxybenzoate + NADH + H+,C00633 + C00003 + C00001 <=> C00156 + C00004 + C00080,C00633; C00003; C00001,C00156; C00004; C00080,C00633; C00003; C00001 [C7H6O2 | 4-Hydroxybenzaldehyde; p-Hydroxybenzaldehyde],C00156; C00004; C00080 [C7H6O3 | 4-Hydroxybenzoate; Hydroxybenzoic acid; 4-Hydroxybenzoic acid; Hydroxybenzenecarboxylic acid],TRUE,4-Hydroxybenzaldehyde,Reactant,4-Hydroxybenzaldehyde
1.2.1.28,k__Bacteria;p__Candidatus_Rokubacteria;c__unclassified_Candidatus_Rokubacteria;o__unclassified_Candidatus_Rokubacteria;f__unclassified_Candidatus_Rokubacteria;g__unclassified_Candidatus_Rokubacteria;s__Candidatus_Rokubacteria_bacterium_RIFCSPLOWO2_12_FULL_69_21,unclassified Candidatus Rokubacteria,Candidatus Rokubacteria bacterium RIFCSPLOWO2 12 FULL 69 21,Candidatus Rokubacteria bacterium RIFCSPLOWO2 12 FULL 69 21,R01419,benzaldehyde:NAD+ oxidoreductase,Benzaldehyde + NAD+ + H2O <=> Benzoate + NADH + H+,C00261 + C00003 + C00001 <=> C00180 + C00004 + C00080,C00261; C00003; C00001,C00180; C00004; C00080,C00261; C00003; C00001 [C7H6O | Benzaldehyde; Benzoic aldehyde],C00180; C00004; C00080 [C7H6O2 | Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid],TRUE,Benzoic acid,Product,Benzoic acid
1.2.1.28,k__Bacteria;p__Candidatus_Rokubacteria;c__unclassified_Candidatus_Rokubacteria;o__unclassified_Candidatus_Rokubacteria;f__unclassified_Candidatus_Rokubacteria;g__unclassified_Candidatus_Rokubacteria;s__Candidatus_Rokubacteria_bacterium_RIFCSPLOWO2_12_FULL_69_21,unclassified Candidatus Rokubacteria,Candidatus Rokubacteria bacterium RIFCSPLOWO2 12 FULL 69 21,Candidatus Rokubacteria bacterium RIFCSPLOWO2 12 FULL 69 21,R07667,3-hydroxybenzaldehyde:NAD+ oxidoreductase,3-Hydroxybenzaldehyde + NAD+ + H2O <=> 3-Hydroxybenzoate + NADH + H+,C03067 + C00003 + C00001 <=> C00587 + C00004 + C00080,C03067; C00003; C00001,C00587; C00004; C00080,C03067; C00003; C00001 [C7H6O2 | 3-Hydroxybenzaldehyde],C00587; C00004; C00080 [C7H6O3 | 3-Hydroxybenzoate; 3-Hydroxybenzoic acid; m-Hydroxybenzoic acid],TRUE,3-Hydroxybenzaldehyde; 3-Hydroxybenzoic acid,Reactant; Product,3-Hydroxybenzaldehyde; 3-Hydroxybenzoic acid
1.2.1.3,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonosporobacteraceae;g__Ktedonosporobacter;s__Ktedonosporobacter_rubrisoli,Ktedonosporobacter,Ktedonosporobacter rubrisoli,Ktedonosporobacter rubrisoli,R00264,"2,5-dioxopentanoate:NADP+ 5-oxidoreductase","2,5-Dioxopentanoate + NADP+ + H2O <=> 2-Oxoglutarate + NADPH + H+",C00433 + C00006 + C00001 <=> C00026 + C00005 + C00080,C00433; C00006; C00001,C00026; C00005; C00080,"C00433; C00006; C00001 [C5H6O4 | 2,5-Dioxopentanoate; 2-Oxoglutarate semialdehyde]",C00026; C00005; C00080 [C5H6O5 | 2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid],TRUE,alpha-Ketoglutaric acid,Product,alpha-Ketoglutaric acid
1.2.1.3,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonosporobacteraceae;g__Ktedonosporobacter;s__Ktedonosporobacter_rubrisoli,Ktedonosporobacter,Ktedonosporobacter rubrisoli,Ktedonosporobacter rubrisoli,R02678,indole-3-acetaldehyde:NAD+ oxidoreductase,Indole-3-acetaldehyde + NAD+ + H2O <=> Indole-3-acetate + NADH + H+,C00637 + C00003 + C00001 <=> C00954 + C00004 + C00080,C00637; C00003; C00001,C00954; C00004; C00080,C00637; C00003; C00001 [C10H9NO | Indole-3-acetaldehyde; 2-(Indol-3-yl)acetaldehyde; Indoleacetaldehyde],C00954; C00004; C00080 [C10H9NO2 | Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid; (1H-indol-3-yl)acetate; IAA],TRUE,Indole-3-acetic acid,Product,Indole-3-acetic acid
1.2.1.3,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonosporobacteraceae;g__Ktedonosporobacter;s__Ktedonosporobacter_rubrisoli,Ktedonosporobacter,Ktedonosporobacter rubrisoli,Ktedonosporobacter rubrisoli,R02957,D-glucuronolactone:NAD+ oxidoreductase,D-Glucuronolactone + NAD+ + 2 H2O <=> D-Glucarate + NADH + H+,C02670 + C00003 + 2 C00001 <=> C00818 + C00004 + C00080,C02670; C00003; 2 C00001,C00818; C00004; C00080,"C02670; C00003; 2 C00001 [C6H8O6 | D-Glucuronolactone; Glucurone; D-Glucurono-3,6-lactone; D-Glucurone]",C00818; C00004; C00080 [C6H10O8 | D-Glucarate; D-Glucaric acid; L-Gularic acid; D-Saccharic acid; D-Glucosaccharic acid; Glucaric acid; Glucarate],TRUE,D-Glucarate; D-Saccharic acid,Product,D-Glucarate; D-Saccharic acid
1.2.1.3,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonosporobacteraceae;g__Ktedonosporobacter;s__Ktedonosporobacter_rubrisoli,Ktedonosporobacter,Ktedonosporobacter rubrisoli,Ktedonosporobacter rubrisoli,R04065,imidazole acetaldehyde:NAD+ oxidoreductase,Imidazole-4-acetaldehyde + NAD+ + H2O <=> Imidazole-4-acetate + NADH + H+,C05130 + C00003 + C00001 <=> C02835 + C00004 + C00080,C05130; C00003; C00001,C02835; C00004; C00080,C05130; C00003; C00001 [C5H6N2O | Imidazole-4-acetaldehyde; Imidazole acetaldehyde],C02835; C00004; C00080 [C5H6N2O2 | Imidazole-4-acetate; Imidazoleacetic acid; 4-Imidazoleacetate],TRUE,Imidazoleacetic acid,Product,Imidazoleacetic acid
1.2.1.39,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium_sp._MOS002,Bradyrhizobium,Bradyrhizobium sp. MOS002,Bradyrhizobium sp. MOS002,R02536,phenylacetaldehyde:NAD+ oxidoreductase,Phenylacetaldehyde + NAD+ + H2O <=> Phenylacetic acid + NADH + H+,C00601 + C00003 + C00001 <=> C07086 + C00004 + C00080,C00601; C00003; C00001,C07086; C00004; C00080,C00601; C00003; C00001 [C8H8O | Phenylacetaldehyde; alpha-Tolualdehyde],C07086; C00004; C00080 [C8H8O2 | Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetic acid],TRUE,Phenylacetaldehyde,Reactant,Phenylacetaldehyde
1.2.1.5,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis,Streptacidiphilus,Streptacidiphilus jiangxiensis,Streptacidiphilus jiangxiensis,R02536,phenylacetaldehyde:NAD+ oxidoreductase,Phenylacetaldehyde + NAD+ + H2O <=> Phenylacetic acid + NADH + H+,C00601 + C00003 + C00001 <=> C07086 + C00004 + C00080,C00601; C00003; C00001,C07086; C00004; C00080,C00601; C00003; C00001 [C8H8O | Phenylacetaldehyde; alpha-Tolualdehyde],C07086; C00004; C00080 [C8H8O2 | Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetic acid],TRUE,Phenylacetaldehyde,Reactant,Phenylacetaldehyde
1.2.1.5,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis,Streptacidiphilus,Streptacidiphilus jiangxiensis,Streptacidiphilus jiangxiensis,R02537,aldehyde:NADP+ oxidoreductase,Phenylacetaldehyde + NADP+ + H2O <=> Phenylacetic acid + NADPH + H+,C00601 + C00006 + C00001 <=> C07086 + C00005 + C00080,C00601; C00006; C00001,C07086; C00005; C00080,C00601; C00006; C00001 [C8H8O | Phenylacetaldehyde; alpha-Tolualdehyde],C07086; C00005; C00080 [C8H8O2 | Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetic acid],TRUE,Phenylacetaldehyde,Reactant,Phenylacetaldehyde
1.2.1.5,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis,Streptacidiphilus,Streptacidiphilus jiangxiensis,Streptacidiphilus jiangxiensis,R04882,"3,4-dihydroxymandelaldehyde:NAD+ oxidoreductase","3,4-Dihydroxymandelaldehyde + NAD+ + H2O <=> 3,4-Dihydroxymandelate + NADH + H+",C05577 + C00003 + C00001 <=> C05580 + C00004 + C00080,C05577; C00003; C00001,C05580; C00004; C00080,"C05577; C00003; C00001 [C8H8O4 | 3,4-Dihydroxymandelaldehyde; 3,4-Dihydroxyphenylglycolaldehyde; DOPEGAL]","C05580; C00004; C00080 [C8H8O5 | 3,4-Dihydroxymandelate; 3,4-Dihydroxymandelic acid; Dihydroxymandelic acid]",TRUE,"3,4-Dihydroxymandelic acid",Product,"3,4-Dihydroxymandelic acid"
1.2.1.5,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis,Streptacidiphilus,Streptacidiphilus jiangxiensis,Streptacidiphilus jiangxiensis,R04883,"3,4-dihydroxymandelaldehyde:NADP+ oxidoreductase","3,4-Dihydroxymandelaldehyde + NADP+ + H2O <=> 3,4-Dihydroxymandelate + NADPH + H+",C05577 + C00006 + C00001 <=> C05580 + C00005 + C00080,C05577; C00006; C00001,C05580; C00005; C00080,"C05577; C00006; C00001 [C8H8O4 | 3,4-Dihydroxymandelaldehyde; 3,4-Dihydroxyphenylglycolaldehyde; DOPEGAL]","C05580; C00005; C00080 [C8H8O5 | 3,4-Dihydroxymandelate; 3,4-Dihydroxymandelic acid; Dihydroxymandelic acid]",TRUE,"3,4-Dihydroxymandelic acid",Product,"3,4-Dihydroxymandelic acid"
1.2.1.5,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis,Streptacidiphilus,Streptacidiphilus jiangxiensis,Streptacidiphilus jiangxiensis,R04888,3-methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase,3-Methoxy-4-hydroxyphenylacetaldehyde + NAD+ + H2O <=> Homovanillate + NADH + H+,C05581 + C00003 + C00001 <=> C05582 + C00004 + C00080,C05581; C00003; C00001,C05582; C00004; C00080,C05581; C00003; C00001 [C9H10O3 | 3-Methoxy-4-hydroxyphenylacetaldehyde; (4-Hydroxy-3-methoxyphenyl)acetaldehyde; Homovanillin],C05582; C00004; C00080 [C9H10O4 | Homovanillate; Homovanillic acid; 3-Methoxy-4-hydroxyphenylacetate],TRUE,Homovanillic acid,Product,Homovanillic acid
1.2.1.5,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis,Streptacidiphilus,Streptacidiphilus jiangxiensis,Streptacidiphilus jiangxiensis,R04889,3-methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase,3-Methoxy-4-hydroxyphenylacetaldehyde + NADP+ + H2O <=> Homovanillate + NADPH + H+,C05581 + C00006 + C00001 <=> C05582 + C00005 + C00080,C05581; C00006; C00001,C05582; C00005; C00080,C05581; C00006; C00001 [C9H10O3 | 3-Methoxy-4-hydroxyphenylacetaldehyde; (4-Hydroxy-3-methoxyphenyl)acetaldehyde; Homovanillin],C05582; C00005; C00080 [C9H10O4 | Homovanillate; Homovanillic acid; 3-Methoxy-4-hydroxyphenylacetate],TRUE,Homovanillic acid,Product,Homovanillic acid
1.2.1.5,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus_jiangxiensis,Streptacidiphilus,Streptacidiphilus jiangxiensis,Streptacidiphilus jiangxiensis,R04996,3-methylimidazole acetaldehyde:NAD+ oxidoreductase,Methylimidazole acetaldehyde + NAD+ + H2O <=> Methylimidazoleacetic acid + NADH + H+,C05827 + C00003 + C00001 <=> C05828 + C00004 + C00080,C05827; C00003; C00001,C05828; C00004; C00080,C05827; C00003; C00001 [C6H8N2O | Methylimidazole acetaldehyde; 1-Methylimidazole-4-acetaldehyde; Methylimidazoleacetaldehyde],C05828; C00004; C00080 [C6H8N2O2 | Methylimidazoleacetic acid; Tele-methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; 1-Methylimidazole-4-acetate; Methylimidazoleacetate],TRUE,Methylimidazoleacetic acid,Product,Methylimidazoleacetic acid
1.2.1.68,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae;g__unclassified_Micromonosporaceae;s__unclassified_Micromonosporaceae,unclassified Micromonosporaceae,unclassified Micromonosporaceae,unclassified Micromonosporaceae,R05700,coniferyl aldehyde:NAD oxidoreductase,Coniferyl aldehyde + H2O + NAD+ <=> Ferulate + NADH + H+,C02666 + C00001 + C00003 <=> C01494 + C00004 + C00080,C02666; C00001; C00003,C01494; C00004; C00080,C02666; C00001; C00003 [C10H10O3 | Coniferyl aldehyde; Coniferaldehyde; 4-Hydroxy-3-methoxycinnamaldehyde; Ferulaldehyde],C01494; C00004; C00080 [C10H10O4 | Ferulate; Ferulic acid; 4-Hydroxy-3-methoxycinnamic acid; 3-Methoxy-4-hydroxy-trans-cinnamate; 4-Hydroxy-3-methoxycinnamate],TRUE,Ferulaldehyde; Ferulic acid,Reactant; Product,Ferulaldehyde; Ferulic acid
1.2.1.68,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micromonosporales;f__Micromonosporaceae;g__unclassified_Micromonosporaceae;s__unclassified_Micromonosporaceae,unclassified Micromonosporaceae,unclassified Micromonosporaceae,unclassified Micromonosporaceae,R05701,coniferyl aldehyde:NADP oxidoreductase,Coniferyl aldehyde + H2O + NADP+ <=> Ferulate + NADPH + H+,C02666 + C00001 + C00006 <=> C01494 + C00005 + C00080,C02666; C00001; C00006,C01494; C00005; C00080,C02666; C00001; C00006 [C10H10O3 | Coniferyl aldehyde; Coniferaldehyde; 4-Hydroxy-3-methoxycinnamaldehyde; Ferulaldehyde],C01494; C00005; C00080 [C10H10O4 | Ferulate; Ferulic acid; 4-Hydroxy-3-methoxycinnamic acid; 3-Methoxy-4-hydroxy-trans-cinnamate; 4-Hydroxy-3-methoxycinnamate],TRUE,Ferulaldehyde; Ferulic acid,Reactant; Product,Ferulaldehyde; Ferulic acid
1.2.1.79,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum_sp._J07HQX50,Haloquadratum,Haloquadratum sp. J07HQX50,Haloquadratum sp. J07HQX50,R00714,succinate-semialdehyde:NADP+ oxidoreductase,Succinate semialdehyde + NADP+ + H2O <=> Succinate + NADPH + H+,C00232 + C00006 + C00001 <=> C00042 + C00005 + C00080,C00232; C00006; C00001,C00042; C00005; C00080,C00232; C00006; C00001 [C4H6O3 | Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate],C00042; C00005; C00080 [C4H6O4 | Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid],TRUE,Succinic acid,Product,Succinic acid
1.2.1.8,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__unclassified_Bradyrhizobiaceae;s__unclassified_Bradyrhizobiaceae,unclassified Bradyrhizobiaceae,unclassified Bradyrhizobiaceae,unclassified Bradyrhizobiaceae,R02565,p-cumic alcohol:NAD+ oxidoreductase,Betaine aldehyde + NAD+ + H2O <=> Betaine + NADH + 2 H+,C00576 + C00003 + C00001 <=> C00719 + C00004 + 2 C00080,C00576; C00003; C00001,C00719; C00004; 2 C00080,C00576; C00003; C00001 [C5H12NO | Betaine aldehyde],"C00719; C00004; 2 C00080 [C5H11NO2 | Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate]",TRUE,Betaine,Product,Betaine
1.2.1.8,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__unclassified_Bradyrhizobiaceae;s__unclassified_Bradyrhizobiaceae,unclassified Bradyrhizobiaceae,unclassified Bradyrhizobiaceae,unclassified Bradyrhizobiaceae,R02566,p-cumic alcohol:NADP+ oxidoreductase,Betaine aldehyde + NADP+ + H2O <=> Betaine + NADPH + 2 H+,C00576 + C00006 + C00001 <=> C00719 + C00005 + 2 C00080,C00576; C00006; C00001,C00719; C00005; 2 C00080,C00576; C00006; C00001 [C5H12NO | Betaine aldehyde],"C00719; C00005; 2 C00080 [C5H11NO2 | Betaine; Trimethylaminoacetate; Glycine betaine; N,N,N-Trimethylglycine; Trimethylammonioacetate]",TRUE,Betaine,Product,Betaine
1.2.1.88,k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_colonosanans,Streptomyces,Streptomyces colonosanans,Streptomyces colonosanans,R00245,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase,L-Glutamate 5-semialdehyde + NAD+ + H2O <=> L-Glutamate + NADH + H+,C01165 + C00003 + C00001 <=> C00025 + C00004 + C00080,C01165; C00003; C00001,C00025; C00004; C00080,C01165; C00003; C00001 [C5H9NO3 | L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde],C00025; C00004; C00080 [C5H9NO4 | L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate],TRUE,L-Glutamic acid,Product,L-Glutamic acid
